; Effective Area Spectral Curve for GOES-17 SUVI FM2
; This file contains the all the components used in the
; computation of the effective area(lam):
; EA(lam) = PM(lam) * SM(lam) * EntFilt(lam) * FW1(lam) * ...
;           FW2(lam) * QE(lam) * Geom_Area
; Degradation due to contamination is not included
;
; File Generated 24-Jan-2025
;-------------------------------------------------------
; Geometric Area = 19.362316 cm^2
; 
; Wavelength[A]  EA_Thin/Open[cm^2]  EA_Thin/Thin[cm^2]  EA_Thick/Open[cm^2]
          10.0        1.103881e-17        8.525732e-18         1.085172e-17
          10.1        1.102093e-17        8.504558e-18         1.082906e-17
          10.2        1.100185e-17        8.482254e-18         1.080502e-17
          10.3        1.098218e-17        8.459486e-18         1.078042e-17
          10.4        1.096163e-17        8.435902e-18         1.075487e-17
          10.5        1.094037e-17        8.411673e-18         1.072854e-17
          10.6        1.093914e-17        8.410730e-18         1.072734e-17
          10.7        1.091682e-17        8.385559e-18         1.069989e-17
          10.8        1.087290e-17        8.335629e-18         1.064554e-17
          10.9        1.084890e-17        8.308807e-18         1.061620e-17
          11.0        1.082483e-17        8.282013e-18         1.058681e-17
          11.1        1.082234e-17        8.280109e-18         1.058438e-17
          11.2        1.079752e-17        8.252608e-18         1.055418e-17
          11.3        1.074939e-17        8.198516e-18         1.049504e-17
          11.4        1.072305e-17        8.169529e-18         1.046313e-17
          11.5        1.069625e-17        8.140151e-18         1.043071e-17
          11.6        1.066892e-17        8.110254e-18         1.039769e-17
          11.7        1.064149e-17        8.080339e-18         1.036461e-17
          11.8        1.061325e-17        8.049564e-18         1.033057e-17
          11.9        1.058528e-17        8.019172e-18         1.029693e-17
          12.0        1.055687e-17        7.988351e-18         1.026280e-17
          12.1        1.052883e-17        7.958014e-18         1.022916e-17
          12.2        1.050002e-17        7.926860e-18         1.019460e-17
          12.3        1.047042e-17        7.894890e-18         1.015911e-17
          12.4        1.044040e-17        7.862500e-18         1.012315e-17
          12.5        1.041013e-17        7.829899e-18         1.008689e-17
          12.6        1.037936e-17        7.796776e-18         1.005008e-17
          12.7        1.034833e-17        7.763445e-18         1.001297e-17
          12.8        1.031691e-17        7.729726e-18         9.975418e-18
          12.9        1.028505e-17        7.695598e-18         9.937392e-18
          13.0        1.025283e-17        7.661104e-18         9.898957e-18
          13.1        1.024818e-17        7.657628e-18         9.894466e-18
          13.2        1.021577e-17        7.623018e-18         9.855801e-18
          13.3        1.015430e-17        7.555985e-18         9.781546e-18
          13.4        1.012107e-17        7.520634e-18         9.742031e-18
          13.5        1.008728e-17        7.484751e-18         9.701843e-18
          13.6        1.008241e-17        7.481139e-18         9.697161e-18
          13.7        1.004875e-17        7.445435e-18         9.657137e-18
          13.8        9.984927e-18        7.376279e-18         9.580235e-18
          13.9        9.950412e-18        7.339760e-18         9.539264e-18
          14.0        9.915726e-18        7.303081e-18         9.498088e-18
          14.1        9.880408e-18        7.265754e-18         9.456173e-18
