; Effective Area Spectral Curve for GOES-16 SUVI FM1
; This file contains the all the components used in the
; computation of the effective area(lam):
; EA(lam) = PM(lam) * SM(lam) * EntFilt(lam) * FW1(lam) * ...
;           FW2(lam) * QE(lam) * Geom_Area
; Degradation due to contamination is not included
;
; File Generated 17-Oct-2018
;-------------------------------------------------------
; Geometric Area = 19.362316 cm^2
; EA_ThinOpen( 93.9A) = 1.111914e-01 > 1.170000e-02
; Wavelength[A]	EA_Thin/Open[cm^2]	EA_Thin/Thin[cm^2]	EA_Thick/Open[cm^2]
43	1.6985E-13	3.1083E-15	1.38097E-15
43.1	1.7062E-13	3.10457E-15	1.38335E-15
43.2	1.7008E-13	3.07712E-15	1.37514E-15
43.3	1.6719E-13	3.00761E-15	1.34802E-15
43.4	1.6558E-13	2.96163E-15	1.33129E-15
43.5	1.6513E-13	2.93678E-15	1.324E-15
43.6	1.6263E-13	2.87586E-15	1.30032E-15
43.7	1.6738E-13	3.01175E-15	1.33454E-15
43.8	1.6411E-13	2.93652E-15	1.30485E-15
43.9	1.6767E-13	2.98364E-15	1.32951E-15
44	1.3178E-12	2.33344E-14	1.04235E-14
44.1	1.2796E-12	2.25466E-14	1.00964E-14
44.2	1.2463E-12	2.18536E-14	9.81016E-15
44.3	1.3279E-12	2.31699E-14	1.04266E-14
44.4	1.1525E-12	2.00119E-14	9.02758E-15
44.5	1.2400E-12	2.14262E-14	9.68921E-15
44.6	1.2609E-12	2.17174E-14	9.83691E-15
44.7	1.3265E-12	2.28224E-14	1.03431E-14
44.8	1.3391E-12	2.30139E-14	1.04358E-14
44.9	1.3539E-12	2.32426E-14	1.05453E-14
45	1.3975E-12	2.39647E-14	1.0879E-14
45.1	1.4314E-12	2.4519E-14	1.11368E-14
45.2	1.5528E-12	2.6571E-14	1.20755E-14
45.3	1.4972E-12	2.55908E-14	1.16364E-14
45.4	1.5608E-12	2.66496E-14	1.21245E-14
45.5	1.5927E-12	2.71642E-14	1.23655E-14
45.6	1.8025E-12	3.07094E-14	1.3987E-14
45.7	1.7172E-12	2.92245E-14	1.3318E-14
45.8	1.7038E-12	2.89669E-14	1.32077E-14
45.9	1.8989E-12	3.22476E-14	1.47117E-14
46	1.8928E-12	3.21108E-14	1.46573E-14
46.1	2.0439E-12	3.4636E-14	1.58185E-14
46.2	2.4687E-12	4.17915E-14	1.90968E-14
46.3	2.9974E-12	5.06876E-14	2.31743E-14
46.4	3.7595E-12	6.35068E-14	2.90511E-14
46.5	4.4486E-12	7.50657E-14	3.43574E-14
46.6	5.4226E-12	9.1549E-14	4.18913E-14
46.7	7.0499E-12	1.19575E-13	5.45893E-14
46.8	1.0182E-11	1.73497E-13	7.90248E-14
46.9	1.5866E-11	2.71592E-13	1.23422E-13
47	2.7049E-11	4.65143E-13	2.109E-13
47.1	5.1175E-11	8.84022E-13	3.99914E-13
47.2	1.0710E-10	1.85848E-12	8.38843E-13
47.3	2.3592E-10	4.11293E-12	1.85214E-12
47.4	4.6952E-10	8.22449E-12	3.69488E-12
47.5	6.6010E-10	1.16179E-11	5.207E-12
47.6	5.5400E-10	9.79656E-12	4.38041E-12
47.7	3.1167E-10	5.53756E-12	2.47022E-12
47.8	1.6227E-10	2.89658E-12	1.2891E-12
47.9	8.7173E-11	1.56341E-12	6.9416E-13
48	5.2817E-11	9.51687E-13	4.21572E-13
48.1	3.3124E-11	5.99624E-13	2.65002E-13
48.2	2.2805E-11	4.14739E-13	1.82869E-13
48.3	1.6698E-11	3.05086E-13	1.34211E-13
48.4	1.2641E-11	2.32033E-13	1.01841E-13
48.5	1.0305E-11	1.90016E-13	8.32086E-14
48.6	7.9317E-12	1.46927E-13	6.41931E-14
48.7	6.5766E-12	1.22374E-13	5.33462E-14
48.8	5.5926E-12	1.04506E-13	4.54611E-14
48.9	4.7595E-12	8.93156E-14	3.87714E-14
49	3.9112E-12	7.37056E-14	3.19282E-14
49.1	3.3219E-12	6.28636E-14	2.71746E-14
49.2	2.7249E-12	5.17816E-14	2.23376E-14
49.3	2.2372E-12	4.26924E-14	1.83785E-14
49.4	1.9769E-12	3.78814E-14	1.62736E-14
49.5	1.7116E-12	3.28666E-14	1.41047E-14
49.6	1.7405E-12	3.349E-14	1.43577E-14
49.7	1.6235E-12	3.13009E-14	1.34058E-14
49.8	1.4304E-12	2.76339E-14	1.18234E-14
49.9	1.1603E-12	2.24608E-14	9.60046E-15
50	1.0387E-12	2.01471E-14	8.60298E-15
50.1	9.4984E-13	1.84615E-14	7.87533E-15
50.2	9.3846E-13	1.82769E-14	7.78882E-15
50.3	9.1566E-13	1.78683E-14	7.60723E-15
50.4	7.0068E-13	1.37004E-14	5.82705E-15
50.5	7.0970E-13	1.39043E-14	5.90796E-15
50.6	6.6534E-13	1.30611E-14	5.54426E-15
50.7	6.5260E-13	1.28362E-14	5.44343E-15
50.8	6.7383E-13	1.32798E-14	5.62605E-15
50.9	5.8840E-13	1.16403E-14	4.92219E-15
51	6.0710E-13	1.21499E-14	5.10808E-15
51.1	6.5131E-13	1.31856E-14	5.51174E-15
51.2	6.0518E-13	1.23927E-14	5.15072E-15
51.3	5.4568E-13	1.13024E-14	4.67093E-15
51.4	4.9744E-13	1.04206E-14	4.28218E-15
51.5	5.1330E-13	1.08747E-14	4.44367E-15
51.6	5.0880E-13	1.09008E-14	4.4295E-15
51.7	5.7115E-13	1.24853E-14	5.02261E-15
51.8	5.2225E-13	1.17068E-14	4.65059E-15
51.9	4.7889E-13	1.10056E-14	4.31795E-15
52	5.3317E-13	1.25593E-14	4.86705E-15
52.1	4.8795E-13	1.17785E-14	4.50901E-15
52.2	5.1731E-13	1.27937E-14	4.83863E-15
52.3	5.0745E-13	1.28549E-14	4.80375E-15
52.4	5.2303E-13	1.35691E-14	5.01058E-15
52.5	5.2325E-13	1.38837E-14	5.06941E-15
52.6	5.3661E-13	1.45588E-14	5.25706E-15
52.7	5.6694E-13	1.57247E-14	5.61579E-15
52.8	5.0125E-13	1.42107E-14	5.01981E-15
52.9	6.1154E-13	1.77172E-14	6.19102E-15
53	5.2272E-13	1.54735E-14	5.34909E-15
53.1	4.4802E-13	1.35483E-14	4.63387E-15
53.2	5.5834E-13	1.72358E-14	5.83467E-15
53.3	3.0636E-13	9.62882E-15	3.23042E-15
53.4	6.0928E-13	1.94933E-14	6.48197E-15
53.5	7.3072E-13	2.37964E-14	7.84306E-15
53.6	9.4325E-13	3.12613E-14	1.02135E-14
53.7	1.0739E-12	3.62174E-14	1.17301E-14
53.8	7.1817E-13	2.46428E-14	7.91259E-15
53.9	9.0425E-13	3.15644E-14	1.00486E-14
54	8.9496E-13	3.17776E-14	1.00306E-14
54.1	8.7692E-13	3.16669E-14	9.91166E-15
54.2	8.8715E-13	3.25795E-14	1.0112E-14
54.3	1.1183E-12	4.17572E-14	1.2853E-14
54.4	1.1384E-12	4.32157E-14	1.31926E-14
54.5	1.2625E-12	4.87243E-14	1.47525E-14
54.6	1.1357E-12	4.45493E-14	1.3379E-14
54.7	8.9572E-13	3.57093E-14	1.06378E-14
54.8	1.2222E-12	4.94876E-14	1.46285E-14
54.9	1.5353E-12	6.30357E-14	1.85044E-14
55	1.2131E-12	5.04957E-14	1.47214E-14
55.1	1.5567E-12	6.56938E-14	1.90216E-14
55.2	1.3006E-12	5.56375E-14	1.60008E-14
