; Effective Area Spectral Curve for GOES-17 SUVI FM2
; This file contains the all the components used in the
; computation of the effective area(lam):
; EA(lam) = PM(lam) * SM(lam) * EntFilt(lam) * FW1(lam) * ...
;           FW2(lam) * QE(lam) * Geom_Area
; Degradation due to contamination is not included
;
; File Generated 24-Jan-2025
;-------------------------------------------------------
; Geometric Area = 19.362316 cm^2
; 
; Wavelength[A]  EA_Thin/Open[cm^2]  EA_Thin/Thin[cm^2]  EA_Thick/Open[cm^2]
          10.0        1.104686e-17        8.531952e-18         1.085964e-17
          10.1        1.102919e-17        8.510933e-18         1.083717e-17
          10.2        1.101033e-17        8.488790e-18         1.081335e-17
          10.3        1.099087e-17        8.466181e-18         1.078895e-17
          10.4        1.097054e-17        8.442758e-18         1.076361e-17
          10.5        1.094950e-17        8.418693e-18         1.073749e-17
          10.6        1.094827e-17        8.417749e-18         1.073629e-17
          10.7        1.092618e-17        8.392743e-18         1.070905e-17
          10.8        1.088270e-17        8.343148e-18         1.065514e-17
          10.9        1.085894e-17        8.316497e-18         1.062602e-17
          11.0        1.083510e-17        8.289872e-18         1.059686e-17
          11.1        1.083261e-17        8.287967e-18         1.059443e-17
          11.2        1.080802e-17        8.260638e-18         1.056445e-17
          11.3        1.076038e-17        8.206896e-18         1.050577e-17
          11.4        1.073428e-17        8.178086e-18         1.047409e-17
          11.5        1.070773e-17        8.148886e-18         1.044190e-17
          11.6        1.068065e-17        8.119169e-18         1.040912e-17
          11.7        1.065347e-17        8.089432e-18         1.037628e-17
          11.8        1.062548e-17        8.058840e-18         1.034248e-17
          11.9        1.059776e-17        8.028627e-18         1.030907e-17
          12.0        1.056960e-17        7.997985e-18         1.027518e-17
          12.1        1.054181e-17        7.967824e-18         1.024176e-17
          12.2        1.051325e-17        7.936849e-18         1.020744e-17
          12.3        1.048391e-17        7.905063e-18         1.017220e-17
          12.4        1.045415e-17        7.872858e-18         1.013649e-17
          12.5        1.042415e-17        7.840444e-18         1.010048e-17
          12.6        1.039364e-17        7.807507e-18         1.006391e-17
          12.7        1.036288e-17        7.774364e-18         1.002705e-17
          12.8        1.033173e-17        7.740835e-18         9.989753e-18
          12.9        1.030015e-17        7.706896e-18         9.951982e-18
          13.0        1.026821e-17        7.672593e-18         9.913802e-18
          13.1        1.026355e-17        7.669112e-18         9.909304e-18
          13.2        1.023142e-17        7.634694e-18         9.870897e-18
          13.3        1.017052e-17        7.568051e-18         9.797166e-18
          13.4        1.013756e-17        7.532891e-18         9.757908e-18
          13.5        1.010406e-17        7.497203e-18         9.717983e-18
          13.6        1.009919e-17        7.493584e-18         9.713292e-18
          13.7        1.006580e-17        7.458072e-18         9.673529e-18
          13.8        1.000257e-17        7.389311e-18         9.597161e-18
          13.9        9.968342e-18        7.352986e-18         9.556454e-18
          14.0        9.933946e-18        7.316501e-18         9.515542e-18
          14.1        9.898925e-18        7.279371e-18         9.473895e-18
          14.2        9.863902e-18        7.242337e-18         9.432304e-18
          14.3        9.828567e-18        7.205011e-18         9.390378e-18
          14.4        9.792842e-18        7.167337e-18         9.348042e-18
          14.5        9.756869e-18        7.129461e-18         9.305436e-18
          14.6        9.720649e-18        7.091383e-18         9.262562e-18
          14.7        9.684048e-18        7.052974e-18         9.219293e-18
          14.8        9.647384e-18        7.014555e-18         9.176028e-18
          14.9        9.610175e-18        6.975639e-18         9.132123e-18
          15.0        9.572590e-18        6.936378e-18         9.087835e-18
          15.1        9.535156e-18        6.897366e-18         9.043757e-18
          15.2        9.496983e-18        6.857631e-18         8.998862e-18
          15.3        9.458638e-18        6.817777e-18         8.953782e-18
          15.4        9.420283e-18        6.778017e-18         8.908765e-18
          15.5        9.381406e-18        6.737745e-18         8.863143e-18
          15.6        9.376365e-18        6.734124e-18         8.858380e-18
          15.7        9.337700e-18        6.694091e-18         8.813037e-18
          15.8        9.264475e-18        6.616859e-18         8.726077e-18
          15.9        9.225232e-18        6.576424e-18         8.680139e-18
          16.0        9.185740e-18        6.535796e-18         8.633953e-18
          16.1        9.146023e-18        6.495013e-18         8.587547e-18
          16.2        9.141008e-18        6.491451e-18         8.582837e-18
          16.3        9.066535e-18        6.413646e-18         8.494829e-18
          16.4        9.026435e-18        6.372720e-18         8.448126e-18
          16.5        8.986087e-18        6.331613e-18         8.401184e-18
          16.6        8.945545e-18        6.290384e-18         8.354057e-18
          16.7        8.904718e-18        6.248955e-18         8.306662e-18
          16.8        8.863729e-18        6.207439e-18         8.259115e-18
          16.9        8.822850e-18        6.166130e-18         8.211756e-18
          17.0        8.781411e-18        6.124327e-18         8.163792e-18
          17.1        8.739741e-18        6.082372e-18         8.115618e-18
          17.2        8.698086e-18        6.040533e-18         8.067547e-18
          17.3        8.655988e-18        5.998324e-18         8.018989e-18
          17.4        8.614186e-18        5.956512e-18         7.970796e-18
          17.5        8.573035e-18        5.915485e-18         7.923462e-18
          17.6        8.531559e-18        5.874217e-18         7.875834e-18
          17.7        8.490902e-18        5.833895e-18         7.829215e-18
          17.8        8.450647e-18        5.794127e-18         7.783134e-18
          17.9        8.410480e-18        5.754547e-18         7.737219e-18
          18.0        8.369694e-18        5.714429e-18         7.690659e-18
          18.1        8.328340e-18        5.673864e-18         7.643504e-18
          18.2        8.287025e-18        5.633432e-18         7.596475e-18
          18.3        8.244120e-18        5.591464e-18         7.547605e-18
          18.4        8.238344e-18        5.587547e-18         7.542317e-18
          18.5        8.156661e-18        5.506171e-18         7.448182e-18
          18.6        8.111063e-18        5.461781e-18         7.396374e-18
          18.7        8.105229e-18        5.457852e-18         7.391054e-18
          18.8        8.017579e-18        5.371052e-18         7.290322e-18
          18.9        7.970639e-18        5.325664e-18         7.237182e-18
          19.0        7.923581e-18        5.280288e-18         7.183980e-18
          19.1        7.876365e-18        5.234875e-18         7.130684e-18
          19.2        7.829366e-18        5.189797e-18         7.077710e-18
          19.3        7.782578e-18        5.145062e-18         7.025050e-18
          19.4        7.735582e-18        5.100239e-18         6.972252e-18
          19.5        7.689115e-18        5.056060e-18         6.920129e-18
          19.6        7.643069e-18        5.012425e-18         6.868582e-18
          19.7        7.596957e-18        4.968839e-18         6.817024e-18
          19.8        7.551017e-18        4.925544e-18         6.765742e-18
          19.9        7.505195e-18        4.882485e-18         6.714687e-18
          20.0        7.459625e-18        4.839786e-18         6.663979e-18
          20.1        3.463694e-17        2.241084e-17         3.089574e-17
          20.2        8.135794e-17        5.249631e-17         7.246034e-17
          20.3        1.472490e-16        9.475015e-17         1.309449e-16
          20.4        2.319348e-16        1.488268e-16         2.059358e-16
          20.5        3.350413e-16        2.143834e-16         2.970217e-16
          20.6        4.561886e-16        2.910744e-16         4.037873e-16
          20.7        5.950026e-16        3.785609e-16         5.258227e-16
          20.8        7.511113e-16        4.765085e-16         6.627217e-16
          20.9        9.241413e-16        5.845837e-16         8.140866e-16
          21.0        1.113685e-15        7.024208e-16         9.794660e-16
          21.1        1.319427e-15        8.297408e-16         1.158525e-15
          21.2        1.549979e-15        9.747267e-16         1.360962e-15
          21.3        1.777845e-15        1.111362e-15         1.555887e-15
          21.4        2.041906e-15        1.276431e-15         1.786981e-15
          21.5        2.296569e-15        1.426987e-15         2.003149e-15
          21.6        2.577535e-15        1.596668e-15         2.244406e-15
          21.7        2.872494e-15        1.773923e-15         2.496996e-15
          21.8        3.181081e-15        1.958447e-15         2.760540e-15
          21.9        3.502961e-15        2.149955e-15         3.034687e-15
          22.0        3.837692e-15        2.348071e-15         3.318958e-15
          22.1        4.184887e-15        2.552478e-15         3.612953e-15
          22.2        4.572532e-15        2.788913e-15         3.947620e-15
          22.3        4.915826e-15        2.979519e-15         4.229311e-15
          22.4        5.331836e-15        3.231665e-15         4.587224e-15
          22.5        5.692713e-15        3.428554e-15         4.880584e-15
          22.6        6.097989e-15        3.661050e-15         5.218961e-15
          22.7        6.513702e-15        3.898201e-15         5.564985e-15
          22.8        6.942062e-15        4.141254e-15         5.920480e-15
          22.9        7.673401e-15        4.650702e-15         6.532617e-15
          23.0        8.144443e-15        4.921155e-15         6.921183e-15
          23.1        8.621010e-15        5.193171e-15         7.312994e-15
          23.2        9.106993e-15        5.469001e-15         7.711233e-15
          23.3        9.602058e-15        5.748380e-15         8.115558e-15
          23.4        1.010617e-14        6.031311e-15         8.525980e-15
          23.5        1.061843e-14        6.317030e-15         8.941501e-15
          23.6        1.113897e-14        6.605726e-15         9.362365e-15
          23.7        1.174070e-14        6.962573e-15         9.868128e-15
          23.8        1.220242e-14        7.189982e-15         1.021747e-14
          23.9        1.282662e-14        7.557778e-15         1.074013e-14
          24.0        1.329415e-14        7.782347e-15         1.108901e-14
          24.1        1.384963e-14        8.080829e-15         1.152996e-14
          24.2        1.441154e-14        8.380915e-15         1.197446e-14
          24.3        1.497862e-14        8.681548e-15         1.242113e-14
          24.4        1.555181e-14        8.983668e-15         1.287115e-14
          24.5        1.613025e-14        9.286506e-15         1.332348e-14
          24.6        1.671393e-14        9.590117e-15         1.377824e-14
          24.7        1.741807e-14        9.994142e-15         1.435870e-14
          24.8        1.789469e-14        1.019794e-14         1.469267e-14
          24.9        1.861638e-14        1.060922e-14         1.528523e-14
          25.0        1.909463e-14        1.080800e-14         1.561537e-14
          25.1        5.459329e-14        3.079457e-14         4.455532e-14
          25.2        4.733490e-11        2.660917e-11         3.855401e-11
          25.3        1.297632e-12        7.269364e-13         1.054764e-12
          25.4        1.635411e-13        9.129989e-14         1.326628e-13
          25.5        6.610839e-15        3.677721e-15         5.351623e-15
          25.6        4.793093e-14        2.657188e-14         3.872172e-14
          25.7        4.046189e-15        2.235212e-15         3.261989e-15
          25.8        4.767398e-15        2.624361e-15         3.835469e-15
          25.9        2.067913e-14        1.134284e-14         1.660189e-14
          26.0        6.726088e-16        3.676197e-16         5.388579e-16
          26.1        4.432569e-15        2.413919e-15         3.543613e-15
          26.2        1.621735e-14        8.831760e-15         1.296495e-14
          26.3        9.935537e-16        5.371631e-16         7.909134e-16
          26.4        1.735326e-15        9.382011e-16         1.381398e-15
          26.5        1.619944e-14        8.694171e-15         1.284001e-14
          26.6        6.376920e-15        3.409794e-15         5.043467e-15
          26.7        3.354310e-16        1.786923e-16         2.647110e-16
          26.8        8.328287e-15        4.420055e-15         6.557943e-15
          26.9        3.078706e-14        1.627834e-14         2.418917e-14
          27.0        2.014112e-14        1.060917e-14         1.578955e-14
          27.1        9.954042e-15        5.223227e-15         7.785945e-15
          27.2        8.362043e-14        4.387850e-14         6.540701e-14
          27.3        9.370427e-13        4.879430e-13         7.296520e-13
          27.4        1.208635e-11        6.293684e-12         9.411342e-12
          27.5        1.024417e-09        5.293171e-10         7.940576e-10
          27.6        2.221322e-11        1.143285e-11         1.717869e-11
          27.7        3.299773e-12        1.691681e-12         2.545998e-12
          27.8        8.445063e-13        4.312347e-13         6.500764e-13
          27.9        2.131989e-13        1.084348e-13         1.637312e-13
          28.0        7.402244e-14        3.749789e-14         5.671356e-14
          28.1        6.771577e-14        3.416546e-14         5.175925e-14
          28.2        1.011256e-13        5.082129e-14         7.711753e-14
          28.3        1.282589e-13        6.420273e-14         9.758237e-14
          28.4        1.181610e-13        5.891295e-14         8.968951e-14
          28.5        8.021817e-14        3.983584e-14         6.074655e-14
          28.6        4.318164e-14        2.135935e-14         3.262447e-14
          28.7        2.215695e-14        1.095970e-14         1.673995e-14
          28.8        1.445576e-14        7.095940e-15         1.087281e-14
          28.9        1.593610e-14        7.822601e-15         1.198624e-14
          29.0        2.452654e-14        1.194709e-14         1.836451e-14
          29.1        4.066469e-14        1.973135e-14         3.037891e-14
          29.2        6.342718e-14        3.065653e-14         4.727589e-14
          29.3        9.158034e-14        4.409121e-14         6.810418e-14
          29.4        1.230850e-13        5.902763e-14         9.132323e-14
          29.5        1.647529e-13        7.869895e-14         1.219568e-13
          29.6        2.426225e-13        1.154360e-13         1.791813e-13
          29.7        4.001730e-13        1.903962e-13         2.955353e-13
          29.8        7.833903e-13        3.697676e-13         5.758579e-13
          29.9        2.125097e-12        1.003066e-12         1.562125e-12
          30.0        8.526157e-12        3.992163e-12         6.237988e-12
          30.1        5.419692e-11        2.527383e-11         3.955817e-11
          30.2        1.491958e-09        6.929285e-10         1.086390e-09
          30.3        8.831901e-10        4.085256e-10         6.415771e-10
          30.4        4.713874e-11        2.171507e-11         3.416092e-11
          30.5        9.618809e-12        4.412817e-12         6.953878e-12
          30.6        3.681938e-12        1.682176e-12         2.655388e-12
          30.7        1.977108e-12        8.995561e-13         1.422430e-12
          30.8        1.291648e-12        5.852366e-13         9.270114e-13
          30.9        9.525228e-13        4.297704e-13         6.819430e-13
          31.0        7.580236e-13        3.405859e-13         5.413654e-13
          31.1        6.934236e-13        3.102470e-13         4.940065e-13
          31.2        6.354059e-13        2.842891e-13         4.526738e-13
          31.3        5.276916e-13        2.341011e-13         3.740749e-13
          31.4        4.160687e-13        1.845816e-13         2.949466e-13
          31.5        3.439732e-13        1.512954e-13         2.426186e-13
          31.6        2.310900e-13        1.012071e-13         1.625874e-13
          31.7        1.764995e-13        7.696615e-14         1.238662e-13
          31.8        1.785441e-13        7.751964e-14         1.249825e-13
          31.9        2.291263e-13        9.904864e-14         1.599817e-13
          32.0        2.820872e-13        1.214103e-13         1.964569e-13
          32.1        3.042185e-13        1.303627e-13         2.113270e-13
          32.2        2.711584e-13        1.156832e-13         1.878750e-13
          32.3        2.040518e-13        8.666862e-14         1.410132e-13
          32.4        1.529728e-13        6.497342e-14         1.057143e-13
          32.5        1.519063e-13        6.394864e-14         1.044319e-13
          32.6        2.292997e-13        9.609665e-14         1.572240e-13
          32.7        3.870457e-13        1.614817e-13         2.646908e-13
          32.8        5.458398e-13        2.267085e-13         3.723006e-13
          32.9        5.891671e-13        2.435988e-13         4.007889e-13
          33.0        5.692652e-13        2.342979e-13         3.862167e-13
          33.1        7.830020e-13        3.208100e-13         5.298118e-13
          33.2        2.043355e-12        8.333755e-13         1.378908e-12
          33.3        7.362604e-12        2.989064e-12         4.955101e-12
          33.4        3.274057e-11        1.323096e-11         2.197523e-11
          33.5        2.897865e-10        1.165676e-10         1.939762e-10
